'Elapsed time','FECG','UC'
'hh:mm:ss.mmm','mV','mV'
'0:34.082',4.830,-10.240
'0:34.084',4.845,-10.240
'0:34.086',4.830,-10.240
'0:34.088',4.840,-10.240
'0:34.090',4.835,-10.240
'0:34.092',4.845,-10.240
'0:34.094',4.830,-10.240
'0:34.096',4.835,-10.240
'0:34.098',4.820,-10.240
'0:34.100',4.830,-10.240
'0:34.102',4.835,-10.240
'0:34.104',4.855,-10.240
'0:34.106',4.830,-10.240
'0:34.108',4.845,-10.240
'0:34.110',4.835,-10.240
'0:34.112',4.825,-10.240
'0:34.114',4.830,-10.240
'0:34.116',4.835,-10.240
'0:34.118',4.840,-10.240
'0:34.120',4.830,-10.240
'0:34.122',4.840,-10.240
'0:34.124',4.830,-10.240
'0:34.126',4.845,-10.240
'0:34.128',4.830,-10.240
'0:34.130',4.845,-10.240
'0:34.132',4.820,-10.240
'0:34.134',4.820,-10.240
'0:34.136',4.820,-10.240
'0:34.138',4.835,-10.240
'0:34.140',4.830,-10.240
'0:34.142',4.840,-10.240
'0:34.144',4.840,-10.240
'0:34.146',4.835,-10.240
'0:34.148',4.845,-10.240
'0:34.150',4.830,-10.240
'0:34.152',4.830,-10.240
'0:34.154',4.810,-10.240
'0:34.156',4.820,-10.240
'0:34.158',4.815,-10.240
'0:34.160',4.835,-10.240
'0:34.162',4.830,-10.240
'0:34.164',4.860,-10.240
'0:34.166',4.845,-10.240
'0:34.168',4.820,-10.240
'0:34.170',4.825,-10.240
'0:34.172',4.815,-10.240
'0:34.174',4.825,-10.240
'0:34.176',4.825,-10.240
'0:34.178',4.835,-10.240
'0:34.180',4.835,-10.240
'0:34.182',4.845,-10.240
'0:34.184',4.840,-10.240
'0:34.186',4.840,-10.240
'0:34.188',4.810,-10.240
'0:34.190',4.825,-10.240
'0:34.192',4.815,-10.240
'0:34.194',4.835,-10.240
'0:34.196',4.835,-10.240
'0:34.198',4.865,-10.240
'0:34.200',4.840,-10.240
'0:34.202',4.820,-10.240
'0:34.204',4.815,-10.240
'0:34.206',4.820,-10.240
'0:34.208',4.815,-10.240
'0:34.210',4.830,-10.240
'0:34.212',4.835,-10.240
'0:34.214',4.840,-10.240
'0:34.216',4.840,-10.240
'0:34.218',4.830,-10.240
'0:34.220',4.830,-10.240
'0:34.222',4.805,-10.240
'0:34.224',4.830,-10.240
'0:34.226',4.830,-10.240
'0:34.228',4.850,-10.240
'0:34.230',4.835,-10.240
'0:34.232',4.845,-10.240
'0:34.234',4.815,-10.240
'0:34.236',4.820,-10.240
'0:34.238',4.825,-10.240
'0:34.240',4.840,-10.240
'0:34.242',4.840,-10.240
'0:34.244',4.855,-10.240
'0:34.246',4.840,-10.240
'0:34.248',4.830,-10.240
'0:34.250',4.830,-10.240
'0:34.252',4.835,-10.240
'0:34.254',4.835,-10.240
'0:34.256',4.815,-10.240
'0:34.258',4.840,-10.240
'0:34.260',4.835,-10.240
'0:34.262',4.855,-10.240
'0:34.264',4.835,-10.240
'0:34.266',4.845,-10.240
'0:34.268',4.815,-10.240
'0:34.270',4.820,-10.240
'0:34.272',4.815,-10.240
'0:34.274',4.840,-10.240
'0:34.276',4.825,-10.240
'0:34.278',4.840,-10.240
'0:34.280',4.840,-10.240
'0:34.282',4.840,-10.240
'0:34.284',4.840,-10.240
'0:34.286',4.830,-10.240
'0:34.288',4.825,-10.240
'0:34.290',4.810,-10.240
'0:34.292',4.825,-10.240
'0:34.294',4.820,-10.240
'0:34.296',4.840,-10.240
'0:34.298',4.835,-10.240
'0:34.300',4.870,-10.240
'0:34.302',4.845,-10.240
'0:34.304',4.830,-10.240
'0:34.306',4.825,-10.240
'0:34.308',4.815,-10.240
'0:34.310',4.815,-10.240
'0:34.312',4.825,-10.240
'0:34.314',4.840,-10.240
'0:34.316',4.830,-10.240
'0:34.318',4.845,-10.240
'0:34.320',4.840,-10.240
'0:34.322',4.850,-10.240
'0:34.324',4.825,-10.240
'0:34.326',4.835,-10.240
'0:34.328',4.815,-10.240
'0:34.330',4.815,-10.240
'0:34.332',4.820,-10.240
'0:34.334',4.845,-10.240
'0:34.336',4.840,-10.240
'0:34.338',4.825,-10.240
'0:34.340',4.845,-10.240
'0:34.342',4.835,-10.240
'0:34.344',4.845,-10.240
'0:34.346',4.830,-10.240
'0:34.348',4.840,-10.240
'0:34.350',4.815,-10.240
'0:34.352',4.820,-10.240
'0:34.354',4.830,-10.240
'0:34.356',4.840,-10.240
'0:34.358',4.830,-10.240
'0:34.360',4.835,-10.240
'0:34.362',4.840,-10.240
'0:34.364',4.840,-10.240
'0:34.366',4.830,-10.240
'0:34.368',4.830,-10.240
'0:34.370',4.830,-10.240
'0:34.372',4.815,-10.240
'0:34.374',4.835,-10.240
'0:34.376',4.835,-10.240
'0:34.378',4.850,-10.240
'0:34.380',4.840,-10.240
'0:34.382',4.850,-10.240
'0:34.384',4.825,-10.240
'0:34.386',4.820,-10.240
'0:34.388',4.820,-10.240
'0:34.390',4.840,-10.240
'0:34.392',4.840,-10.240
'0:34.394',4.845,-10.240
'0:34.396',4.835,-10.240
'0:34.398',4.825,-10.240
'0:34.400',4.835,-10.240
'0:34.402',4.830,-10.240
'0:34.404',4.830,-10.240
'0:34.406',4.820,-10.240
'0:34.408',4.840,-10.240
'0:34.410',4.835,-10.240
'0:34.412',4.840,-10.240
'0:34.414',4.830,-10.240
'0:34.416',4.835,-10.240
'0:34.418',4.820,-10.240
'0:34.420',4.835,-10.240
'0:34.422',4.830,-10.240
'0:34.424',4.855,-10.240
'0:34.426',4.825,-10.240
'0:34.428',4.820,-10.240
'0:34.430',4.815,-10.240
'0:34.432',4.820,-10.240
'0:34.434',4.830,-10.240
'0:34.436',4.855,-10.240
'0:34.438',4.835,-10.240
'0:34.440',4.830,-10.240
'0:34.442',4.830,-10.240
'0:34.444',4.820,-10.240
'0:34.446',4.820,-10.240
'0:34.448',4.830,-10.240
'0:34.450',4.840,-10.240
'0:34.452',4.835,-10.240
'0:34.454',4.845,-10.240
'0:34.456',4.835,-10.240
'0:34.458',4.845,-10.240
'0:34.460',4.825,-10.240
'0:34.462',4.825,-10.240
'0:34.464',4.830,-10.240
'0:34.466',4.835,-10.240
'0:34.468',4.830,-10.240
'0:34.470',4.845,-10.240
'0:34.472',4.830,-10.240
'0:34.474',4.825,-10.240
'0:34.476',4.845,-10.240
'0:34.478',4.830,-10.240
'0:34.480',4.845,-10.240
'0:34.482',4.825,-10.240
'0:34.484',4.835,-10.240
'0:34.486',4.820,-10.240
'0:34.488',4.825,-10.240
'0:34.490',4.835,-10.240
'0:34.492',4.845,-10.240
'0:34.494',4.835,-10.240
'0:34.496',4.840,-10.240
'0:34.498',4.850,-10.240
'0:34.500',4.830,-10.240
'0:34.502',4.825,-10.240
'0:34.504',4.815,-10.240
'0:34.506',4.815,-10.240
'0:34.508',4.810,-10.240
'0:34.510',4.835,-10.240
'0:34.512',4.825,-10.240
'0:34.514',4.855,-10.240
'0:34.516',4.840,-10.240
'0:34.518',4.855,-10.240
'0:34.520',4.830,-10.240
'0:34.522',4.810,-10.240
'0:34.524',4.815,-10.240
'0:34.526',4.820,-10.240
'0:34.528',4.825,-10.240
'0:34.530',4.835,-10.240
'0:34.532',4.840,-10.240
'0:34.534',4.835,-10.240
'0:34.536',4.845,-10.240
'0:34.538',4.840,-10.240
'0:34.540',4.830,-10.240
'0:34.542',4.800,-10.240
'0:34.544',4.825,-10.240
'0:34.546',4.825,-10.240
'0:34.548',4.845,-10.240
'0:34.550',4.835,-10.240
'0:34.552',4.865,-10.240
'0:34.554',4.835,-10.240
'0:34.556',4.810,-10.240
'0:34.558',4.815,-10.240
'0:34.560',4.820,-10.240
'0:34.562',4.825,-10.240
'0:34.564',4.840,-10.240
'0:34.566',4.840,-10.240
'0:34.568',4.835,-10.240
'0:34.570',4.850,-10.240
'0:34.572',4.820,-10.240
'0:34.574',4.825,-10.240
'0:34.576',4.805,-10.240
'0:34.578',4.830,-10.240
'0:34.580',4.825,-10.240
'0:34.582',4.845,-10.240
'0:34.584',4.840,-10.240
'0:34.586',4.860,-10.240
'0:34.588',4.825,-10.240
'0:34.590',4.810,-10.240
'0:34.592',4.820,-10.240
'0:34.594',4.825,-10.240
'0:34.596',4.820,-10.240
'0:34.598',4.845,-10.240
'0:34.600',4.850,-10.240
'0:34.602',4.835,-10.240
'0:34.604',4.840,-10.240
'0:34.606',4.820,-10.240
'0:34.608',4.830,-10.240
'0:34.610',4.810,-10.240
'0:34.612',4.825,-10.240
'0:34.614',4.830,-10.240
'0:34.616',4.855,-10.240
'0:34.618',4.845,-10.240
'0:34.620',4.860,-10.240
'0:34.622',4.820,-10.240
'0:34.624',4.820,-10.240
'0:34.626',4.815,-10.240
'0:34.628',4.815,-10.240
'0:34.630',4.825,-10.240
'0:34.632',4.840,-10.240
'0:34.634',4.850,-10.240
'0:34.636',4.835,-10.240
'0:34.638',4.840,-10.240
'0:34.640',4.835,-10.240
'0:34.642',4.825,-10.240
'0:34.644',4.805,-10.240
'0:34.646',4.825,-10.240
'0:34.648',4.835,-10.240
'0:34.650',4.860,-10.240
'0:34.652',4.840,-10.240
'0:34.654',4.855,-10.240
'0:34.656',4.815,-10.240
'0:34.658',4.805,-10.240
'0:34.660',4.815,-10.240
'0:34.662',4.835,-10.240
'0:34.664',4.840,-10.240
'0:34.666',4.840,-10.240
'0:34.668',4.850,-10.240
'0:34.670',4.835,-10.240
'0:34.672',4.825,-10.240
'0:34.674',4.825,-10.240
'0:34.676',4.825,-10.240
'0:34.678',4.810,-10.240
'0:34.680',4.845,-10.240
'0:34.682',4.835,-10.240
'0:34.684',4.860,-10.240
'0:34.686',4.835,-10.240
'0:34.688',4.840,-10.240
'0:34.690',4.815,-10.240
'0:34.692',4.810,-10.240
'0:34.694',4.815,-10.240
'0:34.696',4.835,-10.240
'0:34.698',4.835,-10.240
'0:34.700',4.845,-10.240
'0:34.702',4.845,-10.240
'0:34.704',4.835,-10.240
'0:34.706',4.825,-10.240
'0:34.708',4.820,-10.240
'0:34.710',4.820,-10.240
'0:34.712',4.810,-10.240
'0:34.714',4.835,-10.240
'0:34.716',4.835,-10.240
'0:34.718',4.850,-10.240
'0:34.720',4.835,-10.240
'0:34.722',4.855,-10.240
'0:34.724',4.840,-10.240
'0:34.726',4.820,-10.240
'0:34.728',4.825,-10.240
'0:34.730',4.825,-10.240
'0:34.732',4.830,-10.240
'0:34.734',4.825,-10.240
'0:34.736',4.835,-10.240
'0:34.738',4.820,-10.240
'0:34.740',4.835,-10.240
'0:34.742',4.835,-10.240
'0:34.744',4.850,-10.240
'0:34.746',4.830,-10.240
'0:34.748',4.840,-10.240
'0:34.750',4.825,-10.240
'0:34.752',4.820,-10.240
'0:34.754',4.825,-10.240
'0:34.756',4.840,-10.240
'0:34.758',4.835,-10.240
'0:34.760',4.825,-10.240
'0:34.762',4.845,-10.240
'0:34.764',4.840,-10.240
'0:34.766',4.850,-10.240
'0:34.768',4.830,-10.240
'0:34.770',4.840,-10.240
'0:34.772',4.805,-10.240
'0:34.774',4.820,-10.240
'0:34.776',4.820,-10.240
'0:34.778',4.840,-10.240
'0:34.780',4.840,-10.240
'0:34.782',4.845,-10.240
'0:34.784',4.845,-10.240
'0:34.786',4.830,-10.240
'0:34.788',4.820,-10.240
'0:34.790',4.830,-10.240
'0:34.792',4.825,-10.240
'0:34.794',4.815,-10.240
'0:34.796',4.835,-10.240
'0:34.798',4.835,-10.240
'0:34.800',4.860,-10.240
'0:34.802',4.840,-10.240
'0:34.804',4.855,-10.240
'0:34.806',4.815,-10.240
'0:34.808',4.810,-10.240
'0:34.810',4.810,-10.240
'0:34.812',4.825,-10.240
'0:34.814',4.840,-10.240
'0:34.816',4.845,-10.240
'0:34.818',4.845,-10.240
'0:34.820',4.840,-10.240
'0:34.822',4.835,-10.240
'0:34.824',4.825,-10.240
'0:34.826',4.835,-10.240
'0:34.828',4.810,-10.240
'0:34.830',4.825,-10.240
'0:34.832',4.825,-10.240
'0:34.834',4.850,-10.240
'0:34.836',4.835,-10.240
'0:34.838',4.855,-10.240
'0:34.840',4.835,-10.240
'0:34.842',4.820,-10.240
'0:34.844',4.815,-10.240
'0:34.846',4.820,-10.240
'0:34.848',4.830,-10.240
'0:34.850',4.830,-10.240
'0:34.852',4.845,-10.240
'0:34.854',4.830,-10.240
'0:34.856',4.840,-10.240
'0:34.858',4.835,-10.240
'0:34.860',4.840,-10.240
'0:34.862',4.810,-10.240
'0:34.864',4.830,-10.240
'0:34.866',4.820,-10.240
'0:34.868',4.840,-10.240
'0:34.870',4.835,-10.240
'0:34.872',4.855,-10.240
'0:34.874',4.835,-10.240
'0:34.876',4.825,-10.240
'0:34.878',4.830,-10.240
'0:34.880',4.825,-10.240
'0:34.882',4.825,-10.240
'0:34.884',4.825,-10.240
'0:34.886',4.840,-10.240
'0:34.888',4.830,-10.240
'0:34.890',4.840,-10.240
'0:34.892',4.835,-10.240
'0:34.894',4.840,-10.240
'0:34.896',4.815,-10.240
'0:34.898',4.830,-10.240
'0:34.900',4.830,-10.240
'0:34.902',4.850,-10.240
'0:34.904',4.835,-10.240
'0:34.906',4.850,-10.240
'0:34.908',4.825,-10.240
'0:34.910',4.815,-10.240
'0:34.912',4.820,-10.240
'0:34.914',4.830,-10.240
'0:34.916',4.830,-10.240
'0:34.918',4.835,-10.240
'0:34.920',4.845,-10.240
'0:34.922',4.830,-10.240
'0:34.924',4.840,-10.240
'0:34.926',4.835,-10.240
'0:34.928',4.830,-10.240
'0:34.930',4.810,-10.240
'0:34.932',4.820,-10.240
'0:34.934',4.825,-10.240
'0:34.936',4.845,-10.240
'0:34.938',4.835,-10.240
'0:34.940',4.860,-10.240
'0:34.942',4.840,-10.240
'0:34.944',4.825,-10.240
'0:34.946',4.830,-10.240
'0:34.948',4.825,-10.240
'0:34.950',4.825,-10.240
'0:34.952',4.830,-10.240
'0:34.954',4.835,-10.240
'0:34.956',4.820,-10.240
'0:34.958',4.840,-10.240
'0:34.960',4.835,-10.240
'0:34.962',4.850,-10.240
'0:34.964',4.835,-10.240
'0:34.966',4.835,-10.240
'0:34.968',4.825,-10.240
'0:34.970',4.830,-10.240
'0:34.972',4.820,-10.240
'0:34.974',4.850,-10.240
'0:34.976',4.845,-10.240
'0:34.978',4.825,-10.240
'0:34.980',4.840,-10.240
'0:34.982',4.840,-10.240
'0:34.984',4.840,-10.240
'0:34.986',4.820,-10.240
'0:34.988',4.825,-10.240
'0:34.990',4.820,-10.240
'0:34.992',4.830,-10.240
'0:34.994',4.830,-10.240
'0:34.996',4.845,-10.240
'0:34.998',4.840,-10.240
'0:35.000',4.845,-10.240
'0:35.002',4.820,-10.240
'0:35.004',4.810,-10.240
'0:35.006',4.820,-10.240
'0:35.008',4.835,-10.240
'0:35.010',4.830,-10.240
'0:35.012',4.825,-10.240
'0:35.014',4.850,-10.240
'0:35.016',4.840,-10.240
'0:35.018',4.845,-10.240
'0:35.020',4.825,-10.240
'0:35.022',4.830,-10.240
'0:35.024',4.810,-10.240
'0:35.026',4.815,-10.240
'0:35.028',4.825,-10.240
'0:35.030',4.850,-10.240
'0:35.032',4.840,-10.240
'0:35.034',4.845,-10.240
'0:35.036',4.835,-10.240
'0:35.038',4.825,-10.240
'0:35.040',4.820,-10.240
'0:35.042',4.820,-10.240
'0:35.044',4.830,-10.240
'0:35.046',4.820,-10.240
'0:35.048',4.855,-10.240
'0:35.050',4.850,-10.240
'0:35.052',4.840,-10.240
'0:35.054',4.855,-10.240
'0:35.056',4.825,-10.240
'0:35.058',4.820,-10.240
'0:35.060',4.820,-10.240
'0:35.062',4.810,-10.240
'0:35.064',4.830,-10.240
'0:35.066',4.825,-10.240
'0:35.068',4.850,-10.240
'0:35.070',4.840,-10.240
'0:35.072',4.835,-10.240
'0:35.074',4.830,-10.240
'0:35.076',4.835,-10.240
'0:35.078',4.805,-10.240
'0:35.080',4.820,-10.240
'0:35.082',4.830,-10.240
'0:35.084',4.830,-10.240
'0:35.086',4.865,-10.240
'0:35.088',4.840,-10.240
'0:35.090',4.840,-10.240
'0:35.092',4.845,-10.240
'0:35.094',4.830,-10.240
'0:35.096',4.825,-10.240
'0:35.098',4.820,-10.240
'0:35.100',4.830,-10.240
'0:35.102',4.830,-10.240
'0:35.104',4.850,-10.240
'0:35.106',4.835,-10.240
'0:35.108',4.835,-10.240
'0:35.110',4.835,-10.240
'0:35.112',4.845,-10.240
'0:35.114',4.830,-10.240
'0:35.116',4.825,-10.240
'0:35.118',4.840,-10.240
'0:35.120',4.825,-10.240
'0:35.122',4.820,-10.240
'0:35.124',4.845,-10.240
'0:35.126',4.840,-10.240
'0:35.128',4.830,-10.240
'0:35.130',4.825,-10.240
'0:35.132',4.820,-10.240
'0:35.134',4.820,-10.240
'0:35.136',4.845,-10.240
'0:35.138',4.835,-10.240
'0:35.140',4.840,-10.240
'0:35.142',4.825,-10.240
'0:35.144',4.855,-10.240
'0:35.146',4.825,-10.240
'0:35.148',4.815,-10.240
'0:35.150',4.825,-10.240
'0:35.152',4.835,-10.240
'0:35.154',4.835,-10.240
'0:35.156',4.825,-10.240
'0:35.158',4.855,-10.240
'0:35.160',4.840,-10.240
'0:35.162',4.830,-10.240
'0:35.164',4.830,-10.240
'0:35.166',4.830,-10.240
'0:35.168',4.835,-10.240
'0:35.170',4.835,-10.240
'0:35.172',4.850,-10.240
'0:35.174',4.845,-10.240
'0:35.176',4.840,-10.240
'0:35.178',4.830,-10.240
'0:35.180',4.825,-10.240
'0:35.182',4.835,-10.240
'0:35.184',4.820,-10.240
'0:35.186',4.820,-10.240
'0:35.188',4.855,-10.240
'0:35.190',4.835,-10.240
'0:35.192',4.840,-10.240
'0:35.194',4.835,-10.240
'0:35.196',4.840,-10.240
'0:35.198',4.855,-10.240
'0:35.200',4.820,-10.240
'0:35.202',4.815,-10.240
'0:35.204',4.835,-10.240
'0:35.206',4.825,-10.240
'0:35.208',4.820,-10.240
'0:35.210',4.825,-10.240
'0:35.212',4.855,-10.240
'0:35.214',4.855,-10.240
'0:35.216',4.835,-10.240
'0:35.218',4.830,-10.240
'0:35.220',4.825,-10.240
'0:35.222',4.810,-10.240
'0:35.224',4.815,-10.240
'0:35.226',4.835,-10.240
'0:35.228',4.845,-10.240
'0:35.230',4.840,-10.240
'0:35.232',4.845,-10.240
'0:35.234',4.840,-10.240
'0:35.236',4.840,-10.240
'0:35.238',4.835,-10.240
'0:35.240',4.815,-10.240
'0:35.242',4.805,-10.240
'0:35.244',4.825,-10.240
'0:35.246',4.830,-10.240
'0:35.248',4.845,-10.240
'0:35.250',4.840,-10.240
'0:35.252',4.840,-10.240
'0:35.254',4.855,-10.240
'0:35.256',4.830,-10.240
'0:35.258',4.820,-10.240
'0:35.260',4.825,-10.240
'0:35.262',4.815,-10.240
'0:35.264',4.835,-10.240
'0:35.266',4.830,-10.240
'0:35.268',4.840,-10.240
'0:35.270',4.855,-10.240
'0:35.272',4.840,-10.240
'0:35.274',4.830,-10.240
'0:35.276',4.825,-10.240
'0:35.278',4.835,-10.240
'0:35.280',4.820,-10.240
'0:35.282',4.815,-10.240
'0:35.284',4.840,-10.240
'0:35.286',4.840,-10.240
'0:35.288',4.835,-10.240
'0:35.290',4.825,-10.240
'0:35.292',4.855,-10.240
'0:35.294',4.835,-10.240
'0:35.296',4.820,-10.240
'0:35.298',4.820,-10.240
'0:35.300',4.815,-10.240
'0:35.302',4.835,-10.240
'0:35.304',4.825,-10.240
'0:35.306',4.820,-10.240
'0:35.308',4.860,-10.240
'0:35.310',4.840,-10.240
'0:35.312',4.835,-10.240
'0:35.314',4.840,-10.240
'0:35.316',4.830,-10.240
'0:35.318',4.830,-10.240
'0:35.320',4.820,-10.240
'0:35.322',4.810,-10.240
'0:35.324',4.840,-10.240
'0:35.326',4.840,-10.240
'0:35.328',4.835,-10.240
'0:35.330',4.840,-10.240
'0:35.332',4.835,-10.240
'0:35.334',4.850,-10.240
'0:35.336',4.830,-10.240
'0:35.338',4.810,-10.240
'0:35.340',4.830,-10.240
'0:35.342',4.835,-10.240
'0:35.344',4.845,-10.240
'0:35.346',4.830,-10.240
'0:35.348',4.835,-10.240
'0:35.350',4.855,-10.240
'0:35.352',4.840,-10.240
'0:35.354',4.815,-10.240
'0:35.356',4.805,-10.240
'0:35.358',4.830,-10.240
'0:35.360',4.830,-10.240
'0:35.362',4.830,-10.240
'0:35.364',4.835,-10.240
'0:35.366',4.840,-10.240
'0:35.368',4.850,-10.240
'0:35.370',4.815,-10.240
'0:35.372',4.805,-10.240
'0:35.374',4.825,-10.240
'0:35.376',4.830,-10.240
'0:35.378',4.825,-10.240
'0:35.380',4.840,-10.240
'0:35.382',4.865,-10.240
'0:35.384',4.845,-10.240
'0:35.386',4.820,-10.240
'0:35.388',4.820,-10.240
'0:35.390',4.820,-10.240
'0:35.392',4.830,-10.240
'0:35.394',4.825,-10.240
'0:35.396',4.825,-10.240
'0:35.398',4.860,-10.240
'0:35.400',4.840,-10.240
'0:35.402',4.825,-10.240
'0:35.404',4.825,-10.240
'0:35.406',4.815,-10.240
'0:35.408',4.830,-10.240
'0:35.410',4.825,-10.240
'0:35.412',4.835,-10.240
'0:35.414',4.865,-10.240
'0:35.416',4.850,-10.240
'0:35.418',4.825,-10.240
'0:35.420',4.820,-10.240
'0:35.422',4.805,-10.240
'0:35.424',4.830,-10.240
'0:35.426',4.820,-10.240
'0:35.428',4.825,-10.240
'0:35.430',4.860,-10.240
'0:35.432',4.850,-10.240
'0:35.434',4.835,-10.240
'0:35.436',4.830,-10.240
'0:35.438',4.815,-10.240
'0:35.440',4.815,-10.240
'0:35.442',4.805,-10.240
'0:35.444',4.825,-10.240
'0:35.446',4.835,-10.240
'0:35.448',4.840,-10.240
'0:35.450',4.835,-10.240
'0:35.452',4.840,-10.240
'0:35.454',4.860,-10.240
'0:35.456',4.825,-10.240
'0:35.458',4.805,-10.240
'0:35.460',4.820,-10.240
'0:35.462',4.830,-10.240
'0:35.464',4.830,-10.240
'0:35.466',4.835,-10.240
'0:35.468',4.860,-10.240
'0:35.470',4.845,-10.240
'0:35.472',4.835,-10.240
'0:35.474',4.830,-10.240
'0:35.476',4.830,-10.240
'0:35.478',4.835,-10.240
'0:35.480',4.820,-10.240
'0:35.482',4.835,-10.240
'0:35.484',4.835,-10.240
'0:35.486',4.845,-10.240
'0:35.488',4.835,-10.240
'0:35.490',4.845,-10.240
'0:35.492',4.845,-10.240
'0:35.494',4.835,-10.240
'0:35.496',4.830,-10.240
'0:35.498',4.820,-10.240
'0:35.500',4.830,-10.240
'0:35.502',4.825,-10.240
'0:35.504',4.815,-10.240
'0:35.506',4.840,-10.240
'0:35.508',4.830,-10.240
'0:35.510',4.835,-10.240
'0:35.512',4.830,-10.240
'0:35.514',4.860,-10.240
'0:35.516',4.835,-10.240
'0:35.518',4.820,-10.240
'0:35.520',4.815,-10.240
'0:35.522',4.825,-10.240
'0:35.524',4.820,-10.240
'0:35.526',4.825,-10.240
'0:35.528',4.840,-10.240
'0:35.530',4.840,-10.240
'0:35.532',4.840,-10.240
'0:35.534',4.840,-10.240
'0:35.536',4.835,-10.240
'0:35.538',4.820,-10.240
'0:35.540',4.815,-10.240
'0:35.542',4.820,-10.240
'0:35.544',4.835,-10.240
'0:35.546',4.845,-10.240
'0:35.548',4.845,-10.240
'0:35.550',4.840,-10.240
'0:35.552',4.830,-10.240
'0:35.554',4.840,-10.240
'0:35.556',4.815,-10.240
'0:35.558',4.815,-10.240
'0:35.560',4.845,-10.240
'0:35.562',4.840,-10.240
'0:35.564',4.855,-10.240
'0:35.566',4.840,-10.240
'0:35.568',4.830,-10.240
'0:35.570',4.840,-10.240
'0:35.572',4.815,-10.240
'0:35.574',4.815,-10.240
'0:35.576',4.845,-10.240
'0:35.578',4.845,-10.240
'0:35.580',4.840,-10.240
'0:35.582',4.835,-10.240
'0:35.584',4.825,-10.240
'0:35.586',4.825,-10.240
'0:35.588',4.825,-10.240
'0:35.590',4.820,-10.240
'0:35.592',4.825,-10.240
'0:35.594',4.855,-10.240
'0:35.596',4.845,-10.240
'0:35.598',4.840,-10.240
'0:35.600',4.830,-10.240
'0:35.602',4.825,-10.240
'0:35.604',4.835,-10.240
'0:35.606',4.820,-10.240
'0:35.608',4.825,-10.240
'0:35.610',4.840,-10.240
'0:35.612',4.840,-10.240
'0:35.614',4.845,-10.240
'0:35.616',4.845,-10.240
'0:35.618',4.840,-10.240
'0:35.620',4.840,-10.240
'0:35.622',4.820,-10.240
'0:35.624',4.815,-10.240
'0:35.626',4.825,-10.240
'0:35.628',4.830,-10.240
'0:35.630',4.840,-10.240
'0:35.632',4.835,-10.240
'0:35.634',4.835,-10.240
'0:35.636',4.865,-10.240
'0:35.638',4.840,-10.240
'0:35.640',4.825,-10.240
'0:35.642',4.820,-10.240
'0:35.644',4.815,-10.240
'0:35.646',4.820,-10.240
'0:35.648',4.830,-10.240
'0:35.650',4.835,-10.240
'0:35.652',4.855,-10.240
'0:35.654',4.845,-10.240
'0:35.656',4.835,-10.240
'0:35.658',4.835,-10.240
'0:35.660',4.820,-10.240
'0:35.662',4.830,-10.240
'0:35.664',4.815,-10.240
'0:35.666',4.820,-10.240
'0:35.668',4.845,-10.240
'0:35.670',4.840,-10.240
'0:35.672',4.830,-10.240
'0:35.674',4.830,-10.240
'0:35.676',4.825,-10.240
'0:35.678',4.855,-10.240
'0:35.680',4.835,-10.240
'0:35.682',4.820,-10.240
'0:35.684',4.830,-10.240
'0:35.686',4.830,-10.240
'0:35.688',4.830,-10.240
'0:35.690',4.835,-10.240
'0:35.692',4.830,-10.240
'0:35.694',4.860,-10.240
'0:35.696',4.840,-10.240
'0:35.698',4.835,-10.240
'0:35.700',4.825,-10.240
'0:35.702',4.820,-10.240
'0:35.704',4.835,-10.240
'0:35.706',4.830,-10.240
'0:35.708',4.820,-10.240
'0:35.710',4.835,-10.240
'0:35.712',4.840,-10.240
'0:35.714',4.835,-10.240
'0:35.716',4.825,-10.240
'0:35.718',4.825,-10.240
'0:35.720',4.830,-10.240
'0:35.722',4.820,-10.240
'0:35.724',4.835,-10.240
'0:35.726',4.835,-10.240
'0:35.728',4.835,-10.240
'0:35.730',4.835,-10.240
'0:35.732',4.840,-10.240
'0:35.734',4.810,-10.240
'0:35.736',4.825,-10.240
'0:35.738',4.825,-10.240
'0:35.740',4.840,-10.240
'0:35.742',4.825,-10.240
'0:35.744',4.855,-10.240
'0:35.746',4.835,-10.240
'0:35.748',4.835,-10.240
'0:35.750',4.830,-10.240
'0:35.752',4.825,-10.240
'0:35.754',4.835,-10.240
'0:35.756',4.820,-10.240
'0:35.758',4.835,-10.240
'0:35.760',4.825,-10.240
'0:35.762',4.840,-10.240
'0:35.764',4.850,-10.240
'0:35.766',4.855,-10.240
'0:35.768',4.825,-10.240
'0:35.770',4.830,-10.240
'0:35.772',4.815,-10.240
'0:35.774',4.825,-10.240
'0:35.776',4.820,-10.240
'0:35.778',4.850,-10.240
'0:35.780',4.845,-10.240
'0:35.782',4.835,-10.240
'0:35.784',4.850,-10.240
'0:35.786',4.835,-10.240
'0:35.788',4.835,-10.240
'0:35.790',4.815,-10.240
'0:35.792',4.825,-10.240
'0:35.794',4.820,-10.240
'0:35.796',4.830,-10.240
'0:35.798',4.835,-10.240
'0:35.800',4.855,-10.240
'0:35.802',4.840,-10.240
'0:35.804',4.840,-10.240
'0:35.806',4.820,-10.240
'0:35.808',4.810,-10.240
'0:35.810',4.810,-10.240
'0:35.812',4.825,-10.240
'0:35.814',4.835,-10.240
'0:35.816',4.825,-10.240
'0:35.818',4.850,-10.240
'0:35.820',4.835,-10.240
'0:35.822',4.845,-10.240
'0:35.824',4.820,-10.240
